#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Caldithrix abyssi DSM 13497,Bacteria;Calditrichaeota;Calditrichia,LF13,SAMN05946030,PRJNA350778,GCA_001886815.1,Complete,4.97854,45.1,chromosome:NZ_CP018099.1/CP018099.1,,1,3794,2016-11-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/815/GCA_001886815.1_ASM188681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/815/GCF_001886815.1_ASM188681v1
Caminibacter mediatlanticus TB-2,Bacteria;Proteobacteria;delta/epsilon subdivisions,TB-2,SAMN02436122,PRJNA543630,GCA_005843985.1,Complete,1.68589,26.9,chromosome:NZ_CP040463.1/CP040463.1,,1,1750,2019-05-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/843/985/GCA_005843985.1_ASM584398v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/843/985/GCF_005843985.1_ASM584398v1
Campylobacter fetus subsp. fetus 82-40,Bacteria;Proteobacteria;delta/epsilon subdivisions,82-40,SAMN02604050,PRJNA16293,GCA_000015085.1,Complete,1.77361,33.3,chromosome:NC_008599.1/CP000487.1,,1,1731,2006-11-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/085/GCA_000015085.1_ASM1508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/085/GCF_000015085.1_ASM1508v1
Candidatus Pelagibacter ubique HTCC1062,Bacteria;Proteobacteria;Alphaproteobacteria,HTCC1062,SAMN02603690,PRJNA13989,GCA_000012345.1,Complete,1.30876,29.7,chromosome:NC_007205.1/CP000084.1,,1,1341,2005-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/345/GCA_000012345.1_ASM1234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/345/GCF_000012345.1_ASM1234v1
Capnocytophaga gingivalis,Bacteria;FCB group;Bacteroidetes/Chlorobi group,H1496,SAMN06289147,PRJNA369395,GCA_002302415.1,Complete,2.83863,40.1,chromosome:NZ_CP022386.1/CP022386.1,,1,2567,2017-09-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/415/GCA_002302415.1_ASM230241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1
Caproicibacter fermentans,Bacteria;Terrabacteria group;Firmicutes,7D4C2,SAMN14452107,PRJNA615378,GCA_014303955.1,Complete,3.94736,51.6,chromosome:NZ_CP060286.1/CP060286.1,,1,3682,2020-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/303/955/GCA_014303955.1_ASM1430395v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/303/955/GCF_014303955.1_ASM1430395v1
Caproicibacterium amylolyticum,Bacteria;Terrabacteria group;Firmicutes,LBM18003,SAMN15783688,PRJNA656405,GCA_014467055.1,Complete,2.9962,48.5,chromosome:NZ_CP060696.1/CP060696.1,,1,2797,2020-09-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/467/055/GCA_014467055.1_ASM1446705v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/467/055/GCF_014467055.1_ASM1446705v1
Carboxydothermus hydrogenoformans Z-2901,Bacteria;Terrabacteria group;Firmicutes,Z-2901,SAMN02603998,PRJNA253,GCA_000012865.1,Complete,2.40152,42,chromosome:NC_007503.1/CP000141.1,,1,2439,2005-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/865/GCA_000012865.1_ASM1286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/865/GCF_000012865.1_ASM1286v1
Cardinium endosymbiont cEper1 of Encarsia pergandiella,Bacteria;FCB group;Bacteroidetes/Chlorobi group,cEper1,SAMEA2272294,PRJEA66421,GCA_000304455.1,Complete,0.94493,36.288,chromosome I:NC_018605.1/HE983995.1; plasmid pCher:NC_018606.1/HE983996.1,,2,732,2012-09-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/455/GCA_000304455.1_CCh_cEper1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/455/GCF_000304455.1_CCh_cEper1
Cardiobacterium hominis,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC10426,SAMEA4412685,PRJEB6403,GCA_900637305.1,Complete,2.67076,59.2,chromosome 1:NZ_LR134365.1/LR134365.1,,1,2440,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/305/GCA_900637305.1_50618_F02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/305/GCF_900637305.1_50618_F02
Carnobacterium divergens,Bacteria;Terrabacteria group;Firmicutes,TMW 2.1579,SAMN05511624,PRJNA336488,GCA_001703555.1,Complete,2.66632,35,chromosome:NZ_CP016843.1/CP016843.1,,1,2426,2016-08-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/555/GCA_001703555.1_ASM170355v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/703/555/GCF_001703555.1_ASM170355v1
Casimicrobium huifangae,Bacteria;Proteobacteria;Betaproteobacteria,SJ-1,SAMN12116251,PRJNA550220,GCA_009746125.1,Complete,4.4659,62.4,chromosome:NZ_CP041352.1/CP041352.1,,1,3954,2019-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/746/125/GCA_009746125.1_ASM974612v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/746/125/GCF_009746125.1_ASM974612v1
Castellaniella defragrans 65Phen,Bacteria;Proteobacteria;Betaproteobacteria,65Phen,SAMEA3138971,PRJEB5080,GCA_000612685.1,Complete,3.95282,68.9,chromosome I:NZ_HG916765.1/HG916765.1,,1,3495,2014-02-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/685/GCA_000612685.1_scf7180000000004,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/685/GCF_000612685.1_scf7180000000004
Catenovulum sediminis,Bacteria;Proteobacteria;Gammaproteobacteria,WS1-A,SAMN12257642,PRJNA554209,GCA_007289895.1,Complete,4.868,40.7532,chromosome 1:NZ_CP041660.1/CP041660.1; chromosome 2:NZ_CP041661.1/CP041661.1,,2,3913,2019-07-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/289/895/GCA_007289895.1_ASM728989v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/289/895/GCF_007289895.1_ASM728989v1
Catenulispora acidiphila DSM 44928,Bacteria;Terrabacteria group;Actinobacteria,DSM 44928,SAMN02598445,PRJNA21085,GCA_000024025.1,Complete,10.4678,69.8,chromosome:NC_013131.1/CP001700.1,,1,8897,2009-08-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/025/GCA_000024025.1_ASM2402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1
Caulobacter segnis,Bacteria;Proteobacteria;Alphaproteobacteria,TK0059,SAMN06675636,PRJNA381387,GCA_003015125.1,Complete,4.65547,67.7,chromosome:NZ_CP027850.1/CP027850.1,,1,4225,2018-03-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/125/GCA_003015125.1_ASM301512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/015/125/GCF_003015125.1_ASM301512v1
Cedecea neteri,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_392,SAMN07312436,PRJNA231221,GCA_002393445.1,Complete,5.4693,54.2162,chromosome:NZ_CP023525.1/CP023525.1; plasmid unnamed:NZ_CP023526.1/CP023526.1,,2,4948,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/445/GCA_002393445.1_ASM239344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/445/GCF_002393445.1_ASM239344v1
Celeribacter indicus,Bacteria;Proteobacteria;Alphaproteobacteria,P73,SAMN03280159,PRJNA170415,GCA_000819565.1,Complete,4.96939,65.7311,chromosome:NZ_CP004393.1/CP004393.1; plasmid pP73A:NZ_CP004394.1/CP004394.1; plasmid pP73B:NZ_CP004395.1/CP004395.1; plasmid pP73C:NZ_CP004396.1/CP004396.1; plasmid pP73D:NZ_CP004397.1/CP004397.1; plasmid pP73E:NZ_CP004398.1/CP004398.1,,6,4775,2015-01-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/565/GCA_000819565.1_ASM81956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/819/565/GCF_000819565.1_ASM81956v1
Celerinatantimonas diazotrophica,Bacteria;Proteobacteria;Gammaproteobacteria,CEDIAZO1,SAMEA9554956,PRJEB37438,GCA_914590485.1,Complete,4.00514,43.7,chromosome CEDIAZO_genome:NZ_OU594967.1/OU594967.1,,1,3495,2021-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/590/485/GCA_914590485.1_CEDIAZO_illumina_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/914/590/485/GCF_914590485.1_CEDIAZO_illumina_assembly
Cellulomonas fimi ATCC 484,Bacteria;Terrabacteria group;Actinobacteria,ATCC 484,SAMN00713615,PRJNA33691,GCA_000212695.1,Complete,4.26634,74.7,chromosome:NC_015514.1/CP002666.1,,1,3758,2011-05-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/695/GCA_000212695.1_ASM21269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/695/GCF_000212695.1_ASM21269v1
Cellulophaga algicola DSM 14237,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 14237,SAMN00190054,PRJNA41529,GCA_000186265.1,Complete,4.88835,33.8,chromosome:NC_014934.1/CP002453.1,,1,4157,2011-01-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/265/GCA_000186265.1_ASM18626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/265/GCF_000186265.1_ASM18626v1
Cellulosilyticum lentocellum DSM 5427,Bacteria;Terrabacteria group;Firmicutes,DSM 5427,SAMN00013959,PRJNA41511,GCA_000178835.2,Complete,4.71424,34.3,chromosome:NC_015275.1/CP002582.1,,1,4188,2011-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/835/GCA_000178835.2_ASM17883v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/835/GCF_000178835.2_ASM17883v2
Cellulosimicrobium cellulans,Bacteria;Terrabacteria group;Actinobacteria,ORNL-0100,SAMN18352201,PRJNA282954,GCA_018128265.1,Complete,4.41161,74.4542,chromosome:NZ_CP072387.1/CP072387.1; plasmid unnamed:NZ_CP072388.1/CP072388.1,,2,3907,2021-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/265/GCA_018128265.1_ASM1812826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/128/265/GCF_018128265.1_ASM1812826v1
Cereibacter sphaeroides KD131,Bacteria;Proteobacteria;Alphaproteobacteria,KD131; KCTC 12085,SAMN02603252,PRJNA31111,GCA_000021005.1,Complete,4.71114,69.1055,chromosome 1:NC_011963.1/CP001150.1; chromosome 2:NC_011958.1/CP001151.1; plasmid pRSKD131A:NC_011962.1/CP001152.1; plasmid pRSKD131B:NC_011960.1/CP001153.1,,4,4332,2009-01-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/005/GCA_000021005.1_ASM2100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/005/GCF_000021005.1_ASM2100v1
Changchengzhania lutea,Bacteria;FCB group;Bacteroidetes/Chlorobi group,SM1355,SAMN11445384,PRJNA533199,GCA_006974145.1,Complete,4.13096,34.8,chromosome:NZ_CP039456.1/CP039456.1,,1,3582,2019-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/974/145/GCA_006974145.1_ASM697414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/974/145/GCF_006974145.1_ASM697414v1
Chania multitudinisentens RB-25,Bacteria;Proteobacteria;Gammaproteobacteria,RB-25,SAMN02569064,PRJNA232738,GCA_000520015.2,Complete,5.48818,50.9,chromosome:NZ_CP007044.2/CP007044.2,,1,4754,2014-01-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/015/GCA_000520015.2_ASM52001v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/015/GCF_000520015.2_ASM52001v2
Chitinibacter fontanus,Bacteria;Proteobacteria;Betaproteobacteria,STM-7,SAMN15488471,PRJNA645016,GCA_013423785.1,Complete,3.63498,50.3,chromosome:NZ_CP058952.1/CP058952.1,,1,3305,2020-07-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/423/785/GCA_013423785.1_ASM1342378v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/423/785/GCF_013423785.1_ASM1342378v1
Chitinimonas arctica,Bacteria;Proteobacteria;Betaproteobacteria,R3-44,SAMN12259023,PRJNA554229,GCA_007431345.1,Complete,5.29248,60.8,chromosome:NZ_CP041730.1/CP041730.1,,1,4618,2019-07-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/431/345/GCA_007431345.1_ASM743134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/431/345/GCF_007431345.1_ASM743134v1
Chitinolyticbacter meiyuanensis,Bacteria;Proteobacteria;Betaproteobacteria,SYBC-H1,SAMN12169316,PRJNA551937,GCA_008033135.1,Complete,4.32596,63.5,chromosome:NZ_CP041335.1/CP041335.1,,1,4075,2019-08-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/135/GCA_008033135.1_ASM803313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/033/135/GCF_008033135.1_ASM803313v1
Chitinophaga pinensis DSM 2588,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 2588,SAMN00001914,PRJNA27951,GCA_000024005.1,Complete,9.12735,45.2,chromosome:NC_013132.1/CP001699.1,,1,7088,2009-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/005/GCA_000024005.1_ASM2400v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1
Chlamydia pneumoniae TW-183,Bacteria;PVC group;Chlamydiae,TW-183,SAMN02602979,PRJNA420,GCA_000007205.1,Complete,1.22593,40.6,chromosome:NC_005043.1/AE009440.1,,1,1028,2003-07-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/205/GCA_000007205.1_ASM720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/205/GCF_000007205.1_ASM720v1
Chloracidobacterium thermophilum B,Bacteria;Acidobacteria;Blastocatellia,B,SAMN02603950,PRJNA62457,GCA_000226295.1,Complete,3.69537,61.3452,chromosome 1:NC_016024.1/CP002514.1; chromosome 2:NC_016025.1/CP002515.1,,2,2963,2011-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/295/GCA_000226295.1_ASM22629v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/295/GCF_000226295.1_ASM22629v1
Chlorobaculum tepidum TLS,Bacteria;FCB group;Bacteroidetes/Chlorobi group,TLS,SAMN02604006,PRJNA302,GCA_000006985.1,Complete,2.15495,56.5,chromosome:NC_002932.3/AE006470.1,,1,1985,2002-04-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/985/GCA_000006985.1_ASM698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/985/GCF_000006985.1_ASM698v1
Chlorobium phaeobacteroides DSM 266,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 266,SAMN02598273,PRJNA12609,GCA_000015125.1,Complete,3.1339,48.4,chromosome:NC_008639.1/CP000492.1,,1,2713,2006-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/125/GCA_000015125.1_ASM1512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/125/GCF_000015125.1_ASM1512v1
Chloroflexus aurantiacus J-10-fl,Bacteria;Terrabacteria group;Chloroflexi,J-10-fl,SAMN02598539,PRJNA59,GCA_000018865.1,Complete,5.25854,56.7,chromosome:NC_010175.1/CP000909.1,,1,3969,2007-12-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/865/GCA_000018865.1_ASM1886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/865/GCF_000018865.1_ASM1886v1
Chloroherpeton thalassium ATCC 35110,Bacteria;FCB group;Bacteroidetes/Chlorobi group,ATCC 35110,SAMN02598461,PRJNA29215,GCA_000020525.1,Complete,3.29346,45,chromosome:NC_011026.1/CP001100.1,,1,2719,2008-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/525/GCA_000020525.1_ASM2052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1
Chondromyces crocatus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Cm c5,SAMN03651481,PRJNA283496,GCA_001189295.1,Complete,11.3881,68.7,chromosome:NZ_CP012159.1/CP012159.1,,1,8065,2015-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/189/295/GCA_001189295.1_ASM118929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/295/GCF_001189295.1_ASM118929v1
Christensenella minuta,Bacteria;Terrabacteria group;Firmicutes,DSM 22607,SAMN06329641,PRJNA374621,GCA_003628755.1,Complete,2.96929,51.4,chromosome:NZ_CP029256.1/CP029256.1,,1,2775,2018-10-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/628/755/GCA_003628755.1_ASM362875v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/628/755/GCF_003628755.1_ASM362875v1
Chromobacterium violaceum,Bacteria;Proteobacteria;Betaproteobacteria,FDAARGOS_1273,SAMN16357415,PRJNA231221,GCA_016890085.1,Complete,4.80804,64.902,chromosome:NZ_CP069587.1/CP069587.1; plasmid unnamed:NZ_CP069588.1/CP069588.1,,2,4409,2021-02-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/890/085/GCA_016890085.1_ASM1689008v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/890/085/GCF_016890085.1_ASM1689008v1
Chromohalobacter salexigens DSM 3043,Bacteria;Proteobacteria;Gammaproteobacteria,DSM 3043,SAMN02598275,PRJNA12636,GCA_000055785.1,Complete,3.69665,63.9,chromosome:NC_007963.1/CP000285.1,,1,3301,2006-04-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/055/785/GCA_000055785.1_ASM5578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1
Chroococcidiopsis thermalis PCC 7203,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,PCC 7203,SAMN02261359,PRJNA38119,GCA_000317125.1,Complete,6.6894,44.4387,chromosome:NC_019695.1/CP003597.1; plasmid pCHRO.01:NC_019699.1/CP003598.1; plasmid pCHRO.02:NC_019696.1/CP003599.1,,3,6030,2012-12-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/125/GCA_000317125.1_ASM31712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/125/GCF_000317125.1_ASM31712v1
Chryseobacterium joostei,Bacteria;FCB group;Bacteroidetes/Chlorobi group,DSM 16927,SAMN05421768,PRJNA498534,GCA_003815775.1,Complete,4.89062,35.4673,chromosome:NZ_CP033926.1/CP033926.1; plasmid unnamed:NZ_CP033927.1/CP033927.1,,2,4372,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/775/GCA_003815775.1_ASM381577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/775/GCF_003815775.1_ASM381577v1
Chryseoglobus indicus,Bacteria;Terrabacteria group;Actinobacteria,CTD02-10-2,SAMN15187291,PRJNA638368,GCA_013414345.1,Complete,2.58535,69.6,chromosome:NZ_CP058670.1/CP058670.1,,1,2445,2020-07-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/414/345/GCA_013414345.1_ASM1341434v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/414/345/GCF_013414345.1_ASM1341434v1
Chryseolinea soli,Bacteria;FCB group;Bacteroidetes/Chlorobi group,KIS68-18,SAMN10059839,PRJNA490823,GCA_003589925.1,Complete,8.24139,50.9,chromosome:NZ_CP032382.1/CP032382.1,,1,6668,2018-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/925/GCA_003589925.1_ASM358992v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/925/GCF_003589925.1_ASM358992v1
Ciceribacter thiooxidans,Bacteria;Proteobacteria;Alphaproteobacteria,F43B,SAMN15685211,PRJNA649888,GCA_014126615.1,Complete,5.04339,62.7986,chromosome:NZ_CP059896.1/CP059896.1; plasmid unnamed:NZ_CP059897.1/CP059897.1,,2,4662,2020-08-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/126/615/GCA_014126615.1_ASM1412661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/126/615/GCF_014126615.1_ASM1412661v1
Citrifermentans bemidjiense Bem,Bacteria;Proteobacteria;delta/epsilon subdivisions,Bem,SAMN02598400,PRJNA17707,GCA_000020725.1,Complete,4.61515,60.3,chromosome:NC_011146.1/CP001124.1,,1,4019,2008-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/725/GCA_000020725.1_ASM2072v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/725/GCF_000020725.1_ASM2072v1
Citrobacter koseri ATCC BAA-895,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC BAA-895,SAMN02603912,PRJNA12716,GCA_000018045.1,Complete,4.73536,53.7998,chromosome:NC_009792.1/CP000822.1; plasmid pCKO2:NC_009794.1/CP000824.1; plasmid pCKO3:NC_009793.1/CP000823.1,,3,4253,2007-09-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/045/GCA_000018045.1_ASM1804v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/045/GCF_000018045.1_ASM1804v1
Clavibacter michiganensis subsp. michiganensis,Bacteria;Terrabacteria group;Actinobacteria,UF1,SAMN10388396,PRJNA504046,GCA_009739655.1,Complete,3.36555,72.5474,chromosome:NZ_CP033724.1/CP033724.1; plasmid pCM1-UF1:NZ_CP033725.1/CP033725.1; plasmid pCM2U-F1:NZ_CP033726.1/CP033726.1,,3,3109,2019-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/739/655/GCA_009739655.1_ASM973965v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/655/GCF_009739655.1_ASM973965v1
Cloacibacillus porcorum,Bacteria;Synergistetes;Synergistia,CL-84,SAMN05441363,PRJNA335387,GCA_001701045.1,Complete,3.58519,54.8,chromosome:NZ_CP016757.1/CP016757.1,,1,3139,2016-08-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/701/045/GCA_001701045.1_ASM170104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/045/GCF_001701045.1_ASM170104v1
Cloacibacterium normanense,Bacteria;FCB group;Bacteroidetes/Chlorobi group,NRS-1,SAMN05731713,PRJNA498697,GCA_003860565.1,Complete,2.75956,33.1,chromosome:NZ_CP034157.1/CP034157.1,,1,2458,2018-12-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/565/GCA_003860565.1_ASM386056v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/565/GCF_003860565.1_ASM386056v1
Clostridioides difficile,Bacteria;Terrabacteria group;Firmicutes,S-0253,SAMN19491759,PRJNA734443,GCA_018885085.1,Complete,4.09589,28.4934,chromosome:NZ_CP076401.1/CP076401.1; plasmid unnamed:NZ_CP076402.1/CP076402.1,,2,3551,2021-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/885/085/GCA_018885085.1_ASM1888508v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/885/085/GCF_018885085.1_ASM1888508v1
[Clostridium] scindens,Bacteria;Terrabacteria group;Firmicutes,G10,SAMD00239677,PRJDB10323,GCA_020892115.1,Complete,3.31559,46.5,chromosome:NZ_AP024846.1/AP024846.1,,1,3241,2021-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/892/115/GCA_020892115.1_ASM2089211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/892/115/GCF_020892115.1_ASM2089211v1
Clostridium perfringens,Bacteria;Terrabacteria group;Firmicutes,CPI 18-6,SAMN18175750,PRJNA707150,GCA_020138775.1,Complete,3.27542,28.4892,chromosome:NZ_CP075979.1/CP075979.1; plasmid pCPCPI18-6_1:NZ_CP075980.1/CP075980.1,,2,2830,2021-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/775/GCA_020138775.1_ASM2013877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/138/775/GCF_020138775.1_ASM2013877v1
Cnuibacter physcomitrellae,Bacteria;Terrabacteria group;Actinobacteria,XA(T),SAMN06622498,PRJNA379856,GCA_002096055.1,Complete,4.35165,70.8046,chromosome:NZ_CP020715.1/CP020715.1; plasmid unnamed1:NZ_CP020716.1/CP020716.1; plasmid unnamed2:NZ_CP020717.1/CP020717.1,,3,4061,2017-04-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/055/GCA_002096055.1_ASM209605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/055/GCF_002096055.1_ASM209605v1
